,company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581920,株式会社YYメディカルデイサービスあずさ坂祝,,0574-42-9995,岐阜県 加茂郡坂祝町酒倉1295-2,https://xn--pckua2a7gp15o89zb.com/jb/72006e73a4f3bd75fb7780563860b395,http://www.yym-azusa.com/sakahogi,デイサービスにて介護職員,SOUND（介護）,yym-azusa@gray.plala.or.jp,,,,,介護,,,,,"<li class=""c-icon c-icon-result p-result_icon p-result_employType"">正社員</li>",,,,,,,,,,,
523483,株式会社ZENウェルネスアシステッドリビング若葉,,043-290-9304,千葉県千葉市若葉区桜木北2丁目26-47,https://www.zen-hd.co.jp/zen_club/,https://xn--pckua2a7gp15o89zb.com/jb/98eaa48ac7b358278dd0fd2e91f6e723,有料老人ホームの介護職／賞与あり／月給30万／駅チカ／車通勤OK／有料老人ホーム,グローバル（介護）,,,264-0029,,,介護,介護付有料老人ホーム,,,,正社員,,,,,,,,,,,
684040,株式会社ZENウェルネスアシステッドリビング若葉,,043-290-9304,千葉県千葉市若葉区桜木北2丁目26-47,https://www.zen-hd.co.jp/zen_club/,https://xn--pckua2a7gp15o89zb.com/jb/98eaa48ac7b358278dd0fd2e91f6e723,有料老人ホームの介護職／賞与あり／月給30万／駅チカ／車通勤OK／有料老人ホーム,er（介護）,,,264-0029,,,介護,介護付有料老人ホーム,,,,正社員,,,,,,,,,,,
747582,株式会社ZENウェルネスアシステッドリビング若葉,,043-290-9304,千葉県千葉市若葉区桜木北2丁目26-47,https://www.zen-hd.co.jp/zen_club/,https://xn--pckua2a7gp15o89zb.com/jb/98eaa48ac7b358278dd0fd2e91f6e723,有料老人ホームの介護職／賞与あり／月給30万／駅チカ／車通勤OK／有料老人ホーム,SOUND（介護）,,,264-0029,,,介護,介護付有料老人ホーム,,,,,,,,,,,,,,,
894796,株式会社ZEROIMPRESSION 生活介護P...,,052-846-4176,愛知県名古屋市千種区仲田二丁目15番12号ワークビル2階,http://web.4296.jp/,https://xn--pckua2a7gp15o89zb.com/rd/?uaid=l7d7791e9680cead4c2ae7d8ec0d9746a&p=t%2BAK7k0GmMUr0ZRss/MBm1rTHcsDlnRVVR36Uz4c2vYYU7Wmwp63LtSMw8/a6ywDfhcm3KIXVbJi9Qb7yygTp419Vc4o0oBwTZqoe9u0cK8iurLh9%2BByYbt/L/CnI3mkfoss7pY3eEsvOV/uYD5ByRuO%2BXtD0zbMZYBxH%2BKw91yAMu1sU9R3cTjgA1OyV8Iec8UOZ918fvr81gB7cqpNgs2o/JWpW6eHZPqNiMrMDf/G2J/uyssyr7hlgvaY%2BLip76nO9cKLwcDVv%2BJj0OB26r0hf18s74NfT1Wr2wbq9nc7V6eDE/0pxZ2NlLtnKhX2MgDm%2BqAXCKya13trRip00tv3wwcccxplOdleeQ/FcdIDalGyQf57bOx2mGrUV0fbSiT6/7rAQew2jvXs/dvufbvR8mIjOeFnI8SX1SVuqge8Ecp9om5uq%2BG1wUF%2BDlCY9gQhhXwuMEwq2bnYSaxw9osJb4rdmOY9xGy2pe0MP935Vy1jpZcADHN2PPBfce1D&ph=e9537bc56b8b&phv=1,生活支援員／生活介護／初任者研修／日勤のみ,VIETA（介護）, , ,,,,介護,障害者支援,,,,正社員,,,,,,,,,,,
743602,株式会社アーク アーク加須,,080-63-3700,埼玉県加須市南町16-22,https://arkcare.jp/,https://xn--pckua2a7gp15o89zb.com/rd/?uaid=l108f8fde4d22fa1eb01799cc9574aae4&p=t%2BAK7k0GmMUr0ZRss/MBm%2BgYVG9tENB/BkxaqOFOgAba7VPALAk1SsiqjgVLorEQUAfEGOdIqwrmfaJo1cnX8/OA5BzKI2bgYbk0s4D%2BLEfvMQyX9WG14xIxJ6spWaAZNvJYbf3veWGhmm5OoxF98uDKDJQ81MKkfdgT7mzXvsjY7CV/XjmbeDGukPODfCzZcLl3OuFMBhK06LSF/BNINojlUqHkVUohKdFhiCz8lSbpPdlS8Cm0u/%2BU9UO4c6Ku1c4nUiLnykUxIU/%2BXiqRsk34OWdANGlS7Tkvv9qb2Xvm7rHNJhEiwwNsYHySGcK19PDZdYPBQrwF360%2B6I6%2B2yMyX%2BKXvp5Vd5Mh9n7YzRAQQYUeQT5TAXErZpSvL0dsDeip0/2yQGY55You2v%2BScEBbkb52YhvrJusl4jL2OOHH0mVUz6Pud%2BFfsf%2BoMk6WbZqVV9Z5n4RJp1O/6TYK2t2uVFe9YjjB0bfyWyYV9bSCLbeB54H3VWVsVj8Ab7Z0Hl2hnCdFxFqlac4/eN6Emw%3D%3D&ph=fa9f6084dc15&phv=1,介護職員・ヘルパー有料老人ホーム介護福祉士夜勤手当あり,SOUND（介護）, , ,,,,介護,グループホーム,,,,正社員,,,,,,,,,,,
358643,株式会社アーク　リハビリデイサービスかめハウス,,0798-49-6555,兵庫県西宮市里中町２丁目９−２９,https://adult-day-care-center-1307.business.site/,https://jp.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AIWZdidgyQR-cyq_sxxAq3xI2U2wdPE5LfkiKtDl4WcmmuToelLPnM62pdGDDknp5IZ8yMHSqfsh7mgNtVPCdS1ZIUiAB32hCR4LBBNerlqK2RMlfw8JdHBnmDZZ3inoV_jRu254vJAU50HQ2_vrcSmVnSUhfzlyUh2rD7-MT5SdWXuANYgVw-1VAfmzMraiXfwS5bG6QMJxsmmvHB5F7E6Bc15_R50JSammebnHTS8iFTSID29hVja7lucGKtI89BZvYsgl5VsW52P7ZuqjKQFmgwKcWEnv3fDT_UO0mNDQ4T_Ypf4BLZzXVxiCCrt64k0K1uHD92Hpei01bbO4kVGalMDhzgz_PmWCQBNN6njEQk9E4KAH1stvk-Nsk9MIs7WFU7wgdbU6bU4x9l8MEYrPf_6XBGJcbkC7p6-9Q8cPhWpZcxLYqbETceWYxKAXfHphuf1ShJVmfPyW6aMZCW0EfJw1rS9ffJXpmyIHJKdi3seqL2vudEOe8ZI-BZ4cZww9W_J3IB9jKdfgN4BlqPr2awffQ8uYPHYgrKydk0nz2Obn6xdQsuxidtsbwn-W6AbhZxw6bEvpF59pTiCBA-enWTjAIUQpCnSUFiL-a6s7REIlcXeZYqYrHK5fmOYNf7lCexwnu0VsyebI2cZSKRbKNfTfaPcvI=&xkcb=SoDy-_M3bnTCFVWSEh0IbzkdCdPP&p=14&fvj=0&vjs=3,【急募|西宮市】介護職/ヘルパー　資格者優遇/デイサービス/正社員/月給23万円~と高待遇日勤のみで残業なし年間休日...,FUJI（介護）,,上野　浩治,663-8183,,,介護サービス,,,,,,,,,,,,,,,,
931758,株式会社アーク リハビリ型デイサービスリハビリデイサービスかめハウス,,0798-49-6555,兵庫県西宮市里中町2-9-29 メゾンエスポワール1F, ,https://xn--pckua2a7gp15o89zb.com/jb/95664242b8aa3075633635f469b3c970?utm_source=%E6%B1%82%E4%BA%BA%E3%83%9C%E3%83%83%E3%82%AF%E3%82%B9.com&utm_medium=referral,日勤のみ／リハビリデイサービスの介護職,ニューアース（介護）, , ,,,,介護,デイサービス,,,,正社員,,,,,,,,,,,
895695,株式会社アース まーがれっと藤枝二号館,,054-631-7265,静岡県藤枝市茶町2-3-17,https://earth-group.co.jp/,https://xn--pckua2a7gp15o89zb.com/jb/c8c85c3a85281466c3ab6897c5494e88,介護士／グループホーム／賞与あり,VIETA（介護）, , ,,,,介護,グループホーム,,,,正社員,,,,,,,,,,,
895565,株式会社アース 複合型ナーシングケアもも,,054-344-1880,静岡県静岡市清水区有東坂3番5号,https://earth-group.co.jp/,https://xn--pckua2a7gp15o89zb.com/jb/caf2ea0384989cebc7efc7da1286918a,介護士／小規模多機能型居宅介護,VIETA（介護）, , ,,,,介護,デイケア,,,,正社員,,,,,,,,,,,
742939,株式会社アースケア アースケア桐生あいおいの里,,0277-46-7140,群馬県桐生市相生町1-552-3,https://earth-care.jp/,https://xn--pckua2a7gp15o89zb.com/jb/d955567089a23cf817c9e8df502a8f12?utm_source=%E6%B1%82%E4%BA%BA%E3%83%9C%E3%83%83%E3%82%AF%E3%82%B9.com&utm_medium=referral,"介護施設,老人ホーム介護スタッフ",SOUND（介護）, , ,,,,介護,グループホーム,,,,正社員,,,,,,,,,,,
382407,株式会社アース小規模多機能もも静岡石田,,054-368-4211,静岡県静岡市清水区江尻東1丁目1-5 カーニープレイス清水,https://earth-group.co.jp/,https://jp.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DeV_N8eLe869MqcXPj7WSECAw7gfv-XFqOxv-leV-hn7nP5bnHNfwOS7Pkvf-n9f22iLjCdPVBrGDLtyIfoxu3B0dy7LKLMlcTzNhHpoQAN03tNxG-fBx6fBfpwSO05DPZzQNibxwnVJJRJyzMFdwZ0ZsMgSVkICWGd33MT3zABhaA-ZaoXlAIuE6O-yH_yzwuVxASqTexOPwMPeZeFe0Pf_3yGtOu_rUxUyqoYl2ZxSXdYOHMj-yebJvq_iHiWglkF3VoAVaQqifH-Rm_FsfUXcTXzgGYd1wyj5Gb2E0USa3klqN_OBxjF8g455sJBTWvhsreTTTLo4n4sx3NEGVJh35VKCBJqj-OPfszwCN-mrVORHuPFzNFGCbxdPlxzceyvdxZHcdtFgZIXrcKTmgY7O4SsA5AdC1oEXguj6Ok33vGEU_fRUmbyszvRGqEhP4XMgbFVmu_nQbWyogr4eCl85Lf_N0NlRFfsGIxOvvyKS_FbdMuWCSku6gMxfFnkEHTn0ERQPuaPq52yUrPYWvnmdHeSP3EXU9OJJ2DJpFCMqoXM5pEWxSSR5DynH9--DzibZcDD3puqvHu4EBoB899MoiyVBnK7Iw8hUH1UupmtiMnzn8f-627mob4fJ1zJ_-d_2mopC8U8mv6R-CFDvJxiapWtLgI1uiMNx4ZV0uuSpMj8K733S-SZr1JcQadDy-cpHnb7e_4I4ZUE6gv0YVSBkxLSVdWmtFFI73OhEAOBH-R1D6s205coJaQD46icJx29NUGVKIb1FchY0NUT3IfUU4ROJgQ05y-yzz2Al2-DGWYrgl423ak2kFvyRCUcbiAt-o3uKvGjDzdeJzyUPkL&xkcb=SoAR-_M3XJq9pWVVTB0LbzkdCdPP&p=42&fvj=1&vjs=3,"小規模多機能型居宅介護の介護職,DA09273",エクスオード（介護）,,杉山　薫,,561,,介護、保育,,,,,,,,,,,,,,,,
857187,株式会社アーチ　リハビリデイサービスたかわの里,,078-331-2080,兵庫県神戸市中央区下山手通３丁目１２番１トア山手プラザ６０８－２, https://arch-gr.com/,https://xn--pckua2a7gp15o89zb.com/rd/?uaid=lbc588bcf242eaeea125e6aa552b9e09f&p=t%2BAK7k0GmMUr0ZRss/MBm7iKQ/YZ00FgkormOSQuXeP/aPTMtxgJqgcaKbCq2OrFzExOGLlZazwM5gPh9S0cMGCn/3XZP%2BeK6oLzFM2jSlSyW5e1WF4JDLKShP5aVMKFfoss7pY3eEsvOV/uYD5ByRuO%2BXtD0zbMZYBxH%2BKw91yAMu1sU9R3cTjgA1OyV8Iec8UOZ918fvr81gB7cqpNguQhFxR1zZ8ZPxALN8u2m8SY/1%2BhjlqdXWuX/emoA/qy76nO9cKLwcDVv%2BJj0OB26pzUEq%2BGNLi7jl%2BTT7OtHUBPF94RUVCEqy7iX287GRBgBQxswlI0BvJSkBoOlWzDdbBJCNcjQ%2BpDiDrRbA%2BMt6asPIrYUynS6NvjgU5KazmAYzYb0q45CSxpal6%2B9j2IhyeL6YmemgJbrZtqyadrakPaVxu9WlRNQLt/1Z1RSvFqWXIg%2BmrIFSyfHSuSC1zlTfgpNWn7R/Q10MfS7dyDD3IgAy1Eh8QJuDv45v/xoqgv&ph=726aa682f6b5&phv=1,介護職員／初任者研修／デイサービス／日勤・夜勤両方,ニューアース（介護）, , ,,,,介護,デイサービス,,,,正社員,,,,,,,,,,,
108973,株式会社アーチ・メディカルサポート,,0268-75-5981,長野県　上田市　住吉311-6,https://jp.indeed.com/rc/clk?jk=1f2f10df8c8d9294&fccid=07544ba89644ffc8&vjs=3,http://www.archms.com/,介護助手新着,asia（介護）,,中原　美代子,386-0002,,,,,,,,正社員,,,,,,,,,,,
124174,株式会社アーチ・メディカルサポート,,0268-71-0507,長野県上田市住吉311-6,https://jp.indeed.com/rc/clk?jk=df3d27e3447013ff&fccid=07544ba89644ffc8&vjs=3,http://www.archms.com/index.html,介護スタッフ新着,さくら（介護）,,中原美代子,386-0002,,,● デイサービスの運営（通所介護）● 地域密着型特定施設の運営● 訪問マッサージの運営,,,,,正社員,,,,,,,,,,,
483164,株式会社アーチ・メディカルサポート,,0268-75-5981,長野県 上田市 住吉311-6,https://jp.indeed.com/rc/clk?jk=1f2f10df8c8d9294&fccid=07544ba89644ffc8&vjs=3,http://www.archms.com/,介護助手新着,SOUND（介護）,,中原 美代子,386-0002,,,,,,,,正社員,,,,,,,,,,,
533367,株式会社アーチ・メディカルサポート,,0268-71-0507,長野県上田市住吉311-6,https://archms.com/,https://xn--pckua2a7gp15o89zb.com/jb/ffc78d0f533147dc35159c322d149a7a,介護付き有料老人ホームでの介護職・ヘルパー,フコックス（介護）,,中原美代子,386-0002,,,介護,介護付き有料老人ホーム・デイサービス・訪問療養マッサージ,,,,正社員,,,,,,,,,,,
567298,株式会社アーチ･メディカルサポート,,050-8891-4758,長野県上田市古里92-3,https://archms.com/,https://xn--pckua2a7gp15o89zb.com/jb/134105359b865f032cdd7ee65462c25a,介護付き有料老人ホームの介護職,フコックス（介護）,,中原美代子,,,,介護,介護付き有料老人ホーム、デイサービス、訪問療養マッサージ,,,,正社員,,,,,,,,,,,
582689,株式会社アーチ・メディカルサポート,,0268-75-5981,長野県　上田市　住吉311-6,https://jp.indeed.com/rc/clk?jk=1f2f10df8c8d9294&fccid=07544ba89644ffc8&vjs=3,http://www.archms.com/,介護助手新着,フコックス（介護）,,中原　美代子,386-0002,,,,,,,,正社員,,,,,,,,,,,
553226,株式会社アーチメディカルサポート,,026-871-0507,長野県上田市住吉311-6,https://xn--pckua2a7gp15o89zb.com/jb/f6c538547b759c386dbc7bf4d5d00440,http://archms.com/index.html,残業少なめ!介護付き有料老人ホームの介護スタッフ,フコックス（介護）,,中原美代子,,,,介護,デイサービスの運営（通所介護）　地域密着型特定施設の運営　訪問マッサージの運営,,,,386-0002,,,,,,,,,,,
1013966,株式会社アーチメディカルサポート,株式会社アーチメディカルサポート,026-871-0507,長野県上田市住吉311-6,https://xn--pckua2a7gp15o89zb.com/jb/f6c538547b759c386dbc7bf4d5d00440,https://xn--pckua2a7gp15o89zb.com/jb/26faeaf5b5bcc7a8e8dd008ab7270aae,残業少なめ!介護付き有料老人ホームの介護スタッフ,田中（介護）,,中原美代子,,,,介護,デイサービスの運営（通所介護）　地域密着型特定施設の運営　訪問マッサージの運営,,,,386-0002,,,,,,,,,,,
151728,株式会社アートジャパンナガヤ設計,,058-249-2777,岐阜県岐阜市芋島2丁目1-10,https://jp.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AwpsCjI590Eg4MiVYsxPwQZoczlsim2YYPeLOC_oCMIqmUoRiPXMRvBweTk2e_DRBoqvZSqCjaANvIR2PhArDDkvjgfnH6aYiCz_kMhDgEA2XDadigv8IVdiaV-eVQoUeJifwFaMe5Tw3ea5FT5ZT-b7KHSAVpqvvutQOEqlyRcODaPt5kjGxs95zM6IwR93_gjbKVrSSYWXoDCfS-ktl_C4qaCrg5zuZ2ltK3o6R8QaMC5oQjMNJJhXxi6sMs24rlU1aVt_juUXioix-BQMuqtcdYJpVoCKw-q_EfvTauxWjl_izeEoxnwxSn21AZ_rcxOheeJ1f5ZaZdoNgWDIT4lg6g-9JzMqhyIh6c63JNeqhGvdRFL3I5S97ob0hK0YJOI123tV4nM2NCTaUJ4dKKQk7E2iQ3aaJ_rzqyfu8AXoJRN3irovHHciymO60RTFJlO86CJkAT9bJBc8gWnR9uUQKLinP63EvnCYhKPOCRmtfcu1n2cD3302N-Bn9JDUaBAjmYzlvrMHUxFDO0Tf-JUjZq8dY7NYyoq0ST_2xLm2tUOti7FFuPQe3CFCKrYE5EUjJ__Q7xxgFS6qUPA3LACQT36VcmfadBbCZ-0WXzyR3xAYzru06OegXU2X5UhdJ6TQFOsK362_R0USis-VN_A93u3zbXr7yjT-ihV0YnOm4MDunP0kuY46xEbt66VO6GLmrzGxIRIMTOYlCFA_xzCgFmKT3AwNUC9I_dvbUQKkt3nvRcwYZalXe1j8EvHx5CgT07txlafN0lg8aGccn5cNrRsnzi9hXo9p-DDSqI5JytzLfn_owMr9MO9PjGQz_grjno3e0rvNFOIl7t3JGSR42Eilx6X3wadnxTO4DOhbobt0c9WjFK193p-KT_hBcKfxJ-0zvHVKPSRfzeKwm-qPbwJmQ5VkQ=&p=1&fvj=0&vjs=3,https://www.urarabiyori.com/,介護スタッフ|無資格可|福利厚生充実(うららびより　芋島)動画あり,さくら（介護）,,長屋 榮一,500-8234,,,小規模多機能型居宅介護　サービス付き高齢者向け住宅,,,,,,,,,,,,,,,,
359308,株式会社アートジャパンナガヤ設計,,058-249-2777,岐阜県岐阜市芋島2丁目1-10,https://www.urarabiyori.com/,https://jp.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AwpsCjI590Eg4MiVYsxPwQZoczlsim2YYPeLOC_oCMIqmUoRiPXMRvBweTk2e_DRBoqvZSqCjaANvIR2PhArDDkvjgfnH6aYiCz_kMhDgEA2XDadigv8IVdiaV-eVQoUeJifwFaMe5Tw3ea5FT5ZT-b7KHSAVpqvvutQOEqlyRcODaPt5kjGxs95zM6IwR93_gjbKVrSSYWXoDCfS-ktl_C4qaCrg5zuZ2ltK3o6R8QaMC5oQjMNJJhXxi6sMs24rlU1aVt_juUXioix-BQMuqtcdYJpVoCKw-q_EfvTauxWjl_izeEoxnwxSn21AZ_rcxOheeJ1f5ZaZdoNgWDIT4lg6g-9JzMqhyIh6c63JNeqhGvdRFL3I5S97ob0hK0YJOI123tV4nM2NCTaUJ4dKKQk7E2iQ3aaJ_rzqyfu8AXoJRN3irovHHciymO60RTFJlO86CJkAT9bJBc8gWnR9uUQKLinP63EvnCYhKPOCRmtfcu1n2cD3302N-Bn9JDUaBAjmYzlvrMHUxFDO0Tf-JUjZq8dY7NYyoq0ST_2xLm2tUOti7FFuPQe3CFCKrYE5EUjJ__Q7xxgFS6qUPA3LACQT36VcmfadBbCZ-0WXzyR3xAYzru06OegXU2X5UhdJ6TQFOsK362_R0USis-VN_A93u3zbXr7yjT-ihV0YnOm4MDunP0kuY46xEbt66VO6GLmrzGxIRIMTOYlCFA_xzCgFmKT3AwNUC9I_dvbUQKkt3nvRcwYZalXe1j8EvHx5CgT07txlafN0lg8aGccn5cNrRsnzi9hXo9p-DDSqI5JytzLfn_owMr9MO9PjGQz_grjno3e0rvNFOIl7t3JGSR42Eilx6X3wadnxTO4DOhbobt0c9WjFK193p-KT_hBcKfxJ-0zvHVKPSRfzeKwm-qPbwJmQ5VkQ=&p=1&fvj=0&vjs=3,介護スタッフ|無資格可|福利厚生充実(うららびより 芋島)動画あり,FUJI（介護）,,長屋 榮一,500-8234,,,小規模多機能型居宅介護 サービス付き高齢者向け住宅,,,,,,,,,,,,,,,,
538553,株式会社アートジャパンナガヤ設計,,058-391-1188,岐阜県羽島市正木町大浦460,https://ajn.co.jp,https://xn--pckua2a7gp15o89zb.com/jb/310b7230364eb3b61f47dfa562264362,施設介護員グループホーム無資格可,G&G（介護）,,長屋 榮一,501-6224,,,介護,介護福祉事業・一級建築士事務所・宅地建物取引業・飲食店業・ヘルスケア事業,,,,正社員,,,,,,,,,,,
589019,株式会社アートジャパンナガヤ設計,,058-249-2777,岐阜県岐阜市芋島2丁目1-10,https://jp.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AwpsCjI590Eg4MiVYsxPwQZoczlsim2YYPeLOC_oCMIqmUoRiPXMRvBweTk2e_DRBoqvZSqCjaANvIR2PhArDDkvjgfnH6aYiCz_kMhDgEA2XDadigv8IVdiaV-eVQoUeJifwFaMe5Tw3ea5FT5ZT-b7KHSAVpqvvutQOEqlyRcODaPt5kjGxs95zM6IwR93_gjbKVrSSYWXoDCfS-ktl_C4qaCrg5zuZ2ltK3o6R8QaMC5oQjMNJJhXxi6sMs24rlU1aVt_juUXioix-BQMuqtcdYJpVoCKw-q_EfvTauxWjl_izeEoxnwxSn21AZ_rcxOheeJ1f5ZaZdoNgWDIT4lg6g-9JzMqhyIh6c63JNeqhGvdRFL3I5S97ob0hK0YJOI123tV4nM2NCTaUJ4dKKQk7E2iQ3aaJ_rzqyfu8AXoJRN3irovHHciymO60RTFJlO86CJkAT9bJBc8gWnR9uUQKLinP63EvnCYhKPOCRmtfcu1n2cD3302N-Bn9JDUaBAjmYzlvrMHUxFDO0Tf-JUjZq8dY7NYyoq0ST_2xLm2tUOti7FFuPQe3CFCKrYE5EUjJ__Q7xxgFS6qUPA3LACQT36VcmfadBbCZ-0WXzyR3xAYzru06OegXU2X5UhdJ6TQFOsK362_R0USis-VN_A93u3zbXr7yjT-ihV0YnOm4MDunP0kuY46xEbt66VO6GLmrzGxIRIMTOYlCFA_xzCgFmKT3AwNUC9I_dvbUQKkt3nvRcwYZalXe1j8EvHx5CgT07txlafN0lg8aGccn5cNrRsnzi9hXo9p-DDSqI5JytzLfn_owMr9MO9PjGQz_grjno3e0rvNFOIl7t3JGSR42Eilx6X3wadnxTO4DOhbobt0c9WjFK193p-KT_hBcKfxJ-0zvHVKPSRfzeKwm-qPbwJmQ5VkQ=&p=1&fvj=0&vjs=3,https://www.urarabiyori.com/,介護スタッフ|無資格可|福利厚生充実(うららびより　芋島)動画あり,G&G（介護）,,長屋 榮一,500-8234,,,介護,,,,,,,,,,,,,,,,
590572,株式会社アートジャパンナガヤ設計,,058-249-2777,岐阜県岐阜市芋島2丁目1-10,https://jp.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AwpsCjI590Eg4MiVYsxPwQZoczlsim2YYPeLOC_oCMIqmUoRiPXMRvBweTk2e_DRBoqvZSqCjaANvIR2PhArDDkvjgfnH6aYiCz_kMhDgEA2XDadigv8IVdiaV-eVQoUeJifwFaMe5Tw3ea5FT5ZT-b7KHSAVpqvvutQOEqlyRcODaPt5kjGxs95zM6IwR93_gjbKVrSSYWXoDCfS-ktl_C4qaCrg5zuZ2ltK3o6R8QaMC5oQjMNJJhXxi6sMs24rlU1aVt_juUXioix-BQMuqtcdYJpVoCKw-q_EfvTauxWjl_izeEoxnwxSn21AZ_rcxOheeJ1f5ZaZdoNgWDIT4lg6g-9JzMqhyIh6c63JNeqhGvdRFL3I5S97ob0hK0YJOI123tV4nM2NCTaUJ4dKKQk7E2iQ3aaJ_rzqyfu8AXoJRN3irovHHciymO60RTFJlO86CJkAT9bJBc8gWnR9uUQKLinP63EvnCYhKPOCRmtfcu1n2cD3302N-Bn9JDUaBAjmYzlvrMHUxFDO0Tf-JUjZq8dY7NYyoq0ST_2xLm2tUOti7FFuPQe3CFCKrYE5EUjJ__Q7xxgFS6qUPA3LACQT36VcmfadBbCZ-0WXzyR3xAYzru06OegXU2X5UhdJ6TQFOsK362_R0USis-VN_A93u3zbXr7yjT-ihV0YnOm4MDunP0kuY46xEbt66VO6GLmrzGxIRIMTOYlCFA_xzCgFmKT3AwNUC9I_dvbUQKkt3nvRcwYZalXe1j8EvHx5CgT07txlafN0lg8aGccn5cNrRsnzi9hXo9p-DDSqI5JytzLfn_owMr9MO9PjGQz_grjno3e0rvNFOIl7t3JGSR42Eilx6X3wadnxTO4DOhbobt0c9WjFK193p-KT_hBcKfxJ-0zvHVKPSRfzeKwm-qPbwJmQ5VkQ=&p=1&fvj=0&vjs=3,https://www.urarabiyori.com/,介護スタッフ|無資格可|福利厚生充実(うららびより　芋島)動画あり,SOUND（介護）,,長屋 榮一,500-8234,,,介護,小規模多機能型居宅介護　サービス付き高齢者向け住宅,,,,,,,,,,,,,,,
859649,株式会社アートジャパンナガヤ設計,,058-249-2777,岐阜県岐阜市芋島2丁目1-10,https://jp.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AwpsCjI590Eg4MiVYsxPwQZoczlsim2YYPeLOC_oCMIqmUoRiPXMRvBweTk2e_DRBoqvZSqCjaANvIR2PhArDDkvjgfnH6aYiCz_kMhDgEA2XDadigv8IVdiaV-eVQoUeJifwFaMe5Tw3ea5FT5ZT-b7KHSAVpqvvutQOEqlyRcODaPt5kjGxs95zM6IwR93_gjbKVrSSYWXoDCfS-ktl_C4qaCrg5zuZ2ltK3o6R8QaMC5oQjMNJJhXxi6sMs24rlU1aVt_juUXioix-BQMuqtcdYJpVoCKw-q_EfvTauxWjl_izeEoxnwxSn21AZ_rcxOheeJ1f5ZaZdoNgWDIT4lg6g-9JzMqhyIh6c63JNeqhGvdRFL3I5S97ob0hK0YJOI123tV4nM2NCTaUJ4dKKQk7E2iQ3aaJ_rzqyfu8AXoJRN3irovHHciymO60RTFJlO86CJkAT9bJBc8gWnR9uUQKLinP63EvnCYhKPOCRmtfcu1n2cD3302N-Bn9JDUaBAjmYzlvrMHUxFDO0Tf-JUjZq8dY7NYyoq0ST_2xLm2tUOti7FFuPQe3CFCKrYE5EUjJ__Q7xxgFS6qUPA3LACQT36VcmfadBbCZ-0WXzyR3xAYzru06OegXU2X5UhdJ6TQFOsK362_R0USis-VN_A93u3zbXr7yjT-ihV0YnOm4MDunP0kuY46xEbt66VO6GLmrzGxIRIMTOYlCFA_xzCgFmKT3AwNUC9I_dvbUQKkt3nvRcwYZalXe1j8EvHx5CgT07txlafN0lg8aGccn5cNrRsnzi9hXo9p-DDSqI5JytzLfn_owMr9MO9PjGQz_grjno3e0rvNFOIl7t3JGSR42Eilx6X3wadnxTO4DOhbobt0c9WjFK193p-KT_hBcKfxJ-0zvHVKPSRfzeKwm-qPbwJmQ5VkQ=&p=1&fvj=0&vjs=3,https://www.urarabiyori.com/,介護スタッフ|無資格可|福利厚生充実(うららびより　芋島)動画あり,さくら（介護）,,長屋 榮一,500-8234,,,小規模多機能型居宅介護　サービス付き高齢者向け住宅,,,,,,,,,,,,,,,,
